Project,File,Spotbug,PMD,Infer,Spotbug Mutated,PMD Mutated,Infer Mutated,Spotbug Killed,PMD Killed,Infer Killed,Spotbug % (Project),PMD % (Project),Infer % (Project)
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,2.246250884984231,1.641243483297934,0.0
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,2,0,False,True,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,2,0,False,True,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,2,0,False,True,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,2,1,0,True,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,2,1,0,True,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,2,1,0,True,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,1,0,False,False,False,,,
protostuff-core,ByteArrayInput.java,1,1,0,1,3,0,False,True,False,,,
